"","Gender","Age","Education_level","Employment_status","Income_group","Country","Household_members_number","Number_vehicles_household","Leisure_trips_number","Plan_to_purchase_vehicle","buy_electric"
"16178","F",59,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",2,0,"Yes, in the next 2 years",FALSE
"16179","F",27,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","two",1,5,"Don’t know/no answer",FALSE
"16180","M",28,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",1,4,"No",TRUE
"16181","M",26,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",2,0,"No",FALSE
"16182","M",49,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",2,8,"Yes, in the next 2 years",TRUE
"16183","M",49,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","two",1,0,"Yes, in the next 12 months",FALSE
"16184","F",50,"Upper secondary (high school)","Full time employed","lower middle","Hungary","two",1,0,"Yes, in the next 6 months",FALSE
"16185","M",31,"Upper secondary (high school)","Full time employed","lower middle","Hungary","four",1,2,"Yes, in the next 12 months",FALSE
"16186","M",38,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",2,0,"No",FALSE
"16187","F",55,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",1,2,"Yes, in the next 12 months",FALSE
"16188","M",26,"Tertiary and higher (University degree or PhD)","Full time employed","low","Hungary","three",1,1,"No",FALSE
"16189","F",52,"Tertiary and higher (University degree or PhD)","Part time employed","higher middle","Hungary","three",2,2,"No",FALSE
"16190","F",57,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Hungary","three",3,0,"No",FALSE
"16191","F",40,"Tertiary and higher (University degree or PhD)","Other","higher middle","Hungary","four",3,2,"Yes, in the next 2 years",TRUE
"16192","M",35,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",1,1,"Yes, in the next 6 months",TRUE
"16193","F",21,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",3,1,"Yes, in the next 6 months",TRUE
"16194","F",56,"Upper secondary (high school)","Part time employed","lower middle","Hungary","one (myself)",0,1,"No",FALSE
"16195","F",34,"Upper secondary (high school)","Full time employed","I prefer not to answer","Hungary","four",1,1,"Don’t know/no answer",TRUE
"16196","M",29,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","one (myself)",1,0,"Yes, in the next 12 months",FALSE
"16197","F",27,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",1,0,"No",FALSE
"16198","F",35,"Upper secondary (high school)","Part time employed","I prefer not to answer","Hungary","three",1,0,"Don’t know/no answer",FALSE
"16199","F",59,"Tertiary and higher (University degree or PhD)","Other","I prefer not to answer","Hungary","three",1,2,"No",FALSE
"16200","M",41,"Lower secondary (upper elementary school)","Full time employed","middle","Hungary","four",2,3,"Yes, in the next 12 months",TRUE
"16201","F",53,"Upper secondary (high school)","Part time employed","middle","Hungary","two",2,2,"Yes, in the next 12 months",TRUE
"16202","F",37,"Upper secondary (high school)","Part time employed","middle","Hungary","four",1,1,"Don’t know/no answer",TRUE
"16203","F",43,"Upper secondary (high school)","Full time employed","low","Hungary","one (myself)",0,3,"Yes, in the next 12 months",TRUE
"16204","M",29,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","three",2,0,"No",TRUE
"16205","M",21,"Upper secondary (high school)","Full time employed","lower middle","Hungary","one (myself)",0,0,"Yes, in the next 2 years",FALSE
"16206","F",38,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","four",1,1,"Yes, in the next 2 years",TRUE
"16207","M",60,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",0,0,"No",TRUE
"16208","F",36,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",1,0,"Yes, in the next 12 months",FALSE
"16209","M",26,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",0,1,"No",TRUE
"16210","F",60,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Hungary","one (myself)",1,1,"Don’t know/no answer",FALSE
"16211","M",47,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",1,0,"Yes, in the next 6 months",TRUE
"16212","F",26,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","one (myself)",1,1,"Yes, in the next 6 months",FALSE
"16213","F",44,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",2,1,"Yes, in the next 2 years",FALSE
"16214","F",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",1,0,"Yes, in the next 2 years",FALSE
"16215","M",37,"Upper secondary (high school)","Part time employed","lower middle","Hungary","four",1,0,"No",FALSE
"16216","M",49,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",2,6,"No",FALSE
"16217","F",28,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",2,3,"No",FALSE
"16218","F",43,"Upper secondary (high school)","Full time employed","middle","Hungary","two",2,1,"Yes, in the next 2 years",FALSE
"16219","F",40,"Upper secondary (high school)","Unemployed","low","Hungary","more than five",2,1,"Yes, in the next 2 years",FALSE
"16220","F",22,"Upper secondary (high school)","Part time employed","I prefer not to answer","Hungary","three",2,0,"No",FALSE
"16221","F",39,"Upper secondary (high school)","Full time employed","lower middle","Hungary","three",1,0,"No",FALSE
"16222","F",33,"Tertiary and higher (University degree or PhD)","Full time employed","high","Hungary","two",0,2,"Yes, in the next 12 months",TRUE
"16223","F",36,"Tertiary and higher (University degree or PhD)","Full time employed","high","Hungary","one (myself)",1,0,"No",FALSE
"16224","F",33,"Upper secondary (high school)","Part time employed","lower middle","Hungary","three",1,1,"No",FALSE
"16225","F",56,"Upper secondary (high school)","Part time employed","lower middle","Hungary","one (myself)",1,50,"Don’t know/no answer",FALSE
"16226","F",43,"Tertiary and higher (University degree or PhD)","Other","middle","Hungary","four",1,2,"Yes, in the next 2 years",FALSE
"16227","F",24,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Hungary","two",2,1,"Yes, in the next 2 years",TRUE
"16228","M",52,"Upper secondary (high school)","Full time employed","middle","Hungary","three",2,0,"No",FALSE
"16229","M",44,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",1,0,"Yes, in the next 12 months",TRUE
"16230","F",46,"Upper secondary (high school)","Full time employed","middle","Hungary","four",3,0,"Don’t know/no answer",TRUE
"16231","F",57,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","more than five",2,0,"Yes, in the next 2 years",TRUE
"16232","F",46,"Upper secondary (high school)","Full time employed","middle","Hungary","two",2,10,"No",FALSE
"16233","M",29,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",3,2,"Yes, in the next 2 years",TRUE
"16234","F",43,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","four",1,4,"Yes, in the next 12 months",FALSE
"16235","F",43,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","four",2,0,"Yes, in the next 12 months",FALSE
"16236","M",29,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",2,0,"Yes, in the next 2 years",FALSE
"16237","M",28,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","one (myself)",1,0,"Yes, in the next 2 years",FALSE
"16238","F",43,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",2,1,"Yes, in the next 6 months",FALSE
"16239","F",33,"Tertiary and higher (University degree or PhD)","Other","lower middle","Hungary","four",1,0,"Don’t know/no answer",TRUE
"16240","M",50,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",2,0,"Don’t know/no answer",FALSE
"16241","F",40,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",2,2,"Yes, in the next 12 months",FALSE
"16242","F",36,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",2,0,"Yes, in the next 12 months",FALSE
"16243","M",44,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",1,1,"No",FALSE
"16244","M",46,"Tertiary and higher (University degree or PhD)","Full time employed","high","Hungary","two",2,4,"Yes, in the next 2 years",TRUE
"16245","F",48,"Upper secondary (high school)","Full time employed","lower middle","Hungary","one (myself)",1,1,"No",FALSE
"16246","M",26,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Hungary","four",2,0,"Yes, in the next 12 months",FALSE
"16247","M",38,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","five",1,2,"No",FALSE
"16248","M",37,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",1,0,"Yes, in the next 2 years",TRUE
"16249","F",34,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",2,0,"No",FALSE
"16250","F",49,"Upper secondary (high school)","Part time employed","lower middle","Hungary","one (myself)",1,0,"Yes, in the next 2 years",TRUE
"16251","F",33,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",1,0,"Yes, in the next 12 months",FALSE
"16252","F",33,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","two",3,1,"Yes, in the next 2 years",FALSE
"16253","M",48,"Upper secondary (high school)","Full time employed","lower middle","Hungary","three",1,0,"No",FALSE
"16254","M",26,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",0,5,"No",FALSE
"16255","F",24,"Upper secondary (high school)","Full time employed","middle","Hungary","four",1,2,"Yes, in the next 6 months",FALSE
"16256","F",65,"Tertiary and higher (University degree or PhD)","Retired","middle","Hungary","one (myself)",1,1,"No",FALSE
"16257","F",25,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","one (myself)",0,1,"No",FALSE
"16258","M",43,"Upper secondary (high school)","Full time employed","lower middle","Hungary","four",1,0,"No",FALSE
"16259","M",33,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",2,5,"Yes, in the next 2 years",FALSE
"16260","M",26,"Upper secondary (high school)","Full time employed","middle","Hungary","four",3,0,"Yes, in the next 6 months",FALSE
"16261","M",55,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",1,6,"No",TRUE
"16262","M",29,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","three",3,2,"Yes, in the next 12 months",TRUE
"16263","F",28,"Tertiary and higher (University degree or PhD)","Full time employed","higher middle","Hungary","five",3,1,"No",TRUE
"16264","M",24,"Tertiary and higher (University degree or PhD)","Full time employed","lower middle","Hungary","two",1,0,"Yes, in the next 12 months",TRUE
"16265","F",43,"Tertiary and higher (University degree or PhD)","Part time employed","lower middle","Hungary","four",2,1,"Yes, in the next 2 years",TRUE
"16266","F",29,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",1,2,"Yes, in the next 12 months",TRUE
"16267","F",32,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",0,0,"Don’t know/no answer",FALSE
"16268","F",20,"Upper secondary (high school)","Full time employed","lower middle","Hungary","one (myself)",1,2,"Yes, in the next 6 months",TRUE
"16269","M",28,"Upper secondary (high school)","Full time employed","higher middle","Hungary","one (myself)",2,1,"Don’t know/no answer",FALSE
"16270","M",29,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","one (myself)",0,2,"No",TRUE
"16271","F",50,"Upper secondary (high school)","Part time employed","lower middle","Hungary","three",3,1,"Don’t know/no answer",FALSE
"16272","F",37,"Tertiary and higher (University degree or PhD)","Part time employed","middle","Hungary","three",1,2,"No",FALSE
"16273","M",24,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","four",2,3,"Yes, in the next 6 months",TRUE
"16274","F",30,"Lower secondary (upper elementary school)","Full time employed","lower middle","Hungary","four",1,0,"No",FALSE
"16275","M",25,"Tertiary and higher (University degree or PhD)","Full time employed","middle","Hungary","two",1,3,"Yes, in the next 12 months",TRUE
"16276","M",40,"Lower secondary (upper elementary school)","Full time employed","lower middle","Hungary","two",1,4,"Yes, in the next 12 months",TRUE
